Date,Close
2014-01-02 00:00:00+00:00,37.12
2014-01-03 00:00:00+00:00,36.66
2014-01-06 00:00:00+00:00,36.01
2014-01-07 00:00:00+00:00,36.02
2014-01-08 00:00:00+00:00,36.45
2014-01-09 00:00:00+00:00,35.78
2014-01-10 00:00:00+00:00,36.43
2014-01-13 00:00:00+00:00,35.71
2014-01-14 00:00:00+00:00,36.26
2014-01-15 00:00:00+00:00,36.19
2014-01-16 00:00:00+00:00,35.86
2014-01-17 00:00:00+00:00,35.8
2014-01-21 00:00:00+00:00,35.8
2014-01-22 00:00:00+00:00,36.66
2014-01-23 00:00:00+00:00,35.02
2014-01-24 00:00:00+00:00,34.22
2014-01-27 00:00:00+00:00,34.16
2014-01-28 00:00:00+00:00,34.55
2014-01-29 00:00:00+00:00,34.5
2014-01-30 00:00:00+00:00,34.66
2014-01-31 00:00:00+00:00,34.58
2014-02-03 00:00:00+00:00,33.75
2014-02-04 00:00:00+00:00,34.14
2014-02-05 00:00:00+00:00,33.71
2014-02-06 00:00:00+00:00,34.27
2014-02-07 00:00:00+00:00,34.4
2014-02-10 00:00:00+00:00,34.1
2014-02-11 00:00:00+00:00,35.4
2014-02-12 00:00:00+00:00,35.38
2014-02-13 00:00:00+00:00,35.47
2014-02-14 00:00:00+00:00,35.78
2014-02-18 00:00:00+00:00,35.8
2014-02-19 00:00:00+00:00,35.98
2014-02-20 00:00:00+00:00,35.68
2014-02-21 00:00:00+00:00,35.74
2014-02-24 00:00:00+00:00,35.31
2014-02-25 00:00:00+00:00,34.7
2014-02-26 00:00:00+00:00,34.82
2014-02-27 00:00:00+00:00,35.78
2014-02-28 00:00:00+00:00,35.39
2014-03-03 00:00:00+00:00,34.96
2014-03-04 00:00:00+00:00,35.36
2014-03-05 00:00:00+00:00,35.01
2014-03-06 00:00:00+00:00,35.38
2014-03-07 00:00:00+00:00,34.99
2014-03-10 00:00:00+00:00,34.44
2014-03-11 00:00:00+00:00,33.9
2014-03-12 00:00:00+00:00,33.81
2014-03-13 00:00:00+00:00,32.98
2014-03-14 00:00:00+00:00,33.03
2014-03-17 00:00:00+00:00,33.07
2014-03-18 00:00:00+00:00,33.63
2014-03-19 00:00:00+00:00,33.1
2014-03-20 00:00:00+00:00,33.0
2014-03-21 00:00:00+00:00,33.95
2014-03-24 00:00:00+00:00,34.49
2014-03-25 00:00:00+00:00,34.77
2014-03-26 00:00:00+00:00,34.85
2014-03-27 00:00:00+00:00,35.1
2014-03-28 00:00:00+00:00,35.829
2014-03-31 00:00:00+00:00,35.78
2014-04-01 00:00:00+00:00,35.9
2014-04-02 00:00:00+00:00,35.84
2014-04-03 00:00:00+00:00,35.75
2014-04-04 00:00:00+00:00,35.63
2014-04-07 00:00:00+00:00,35.81
2014-04-08 00:00:00+00:00,36.38
2014-04-09 00:00:00+00:00,36.82
2014-04-10 00:00:00+00:00,36.68
2014-04-11 00:00:00+00:00,36.14
2014-04-14 00:00:00+00:00,36.2
2014-04-15 00:00:00+00:00,35.29
2014-04-16 00:00:00+00:00,35.73
2014-04-17 00:00:00+00:00,35.82
2014-04-21 00:00:00+00:00,35.59
2014-04-22 00:00:00+00:00,35.41
2014-04-23 00:00:00+00:00,34.93
2014-04-24 00:00:00+00:00,34.98
2014-04-25 00:00:00+00:00,34.7
2014-04-28 00:00:00+00:00,34.61
2014-04-29 00:00:00+00:00,35.07
2014-04-30 00:00:00+00:00,34.93
2014-05-01 00:00:00+00:00,34.99
2014-05-02 00:00:00+00:00,35.0
2014-05-05 00:00:00+00:00,34.7
2014-05-06 00:00:00+00:00,34.76
2014-05-07 00:00:00+00:00,34.61
2014-05-08 00:00:00+00:00,34.72
2014-05-09 00:00:00+00:00,34.58
2014-05-12 00:00:00+00:00,35.32
2014-05-13 00:00:00+00:00,35.42
2014-05-14 00:00:00+00:00,35.82
2014-05-15 00:00:00+00:00,35.57
2014-05-16 00:00:00+00:00,35.9699
2014-05-19 00:00:00+00:00,35.76
2014-05-20 00:00:00+00:00,35.55
2014-05-21 00:00:00+00:00,36.04
2014-05-22 00:00:00+00:00,36.35
2014-05-23 00:00:00+00:00,36.34
2014-05-27 00:00:00+00:00,36.15
2014-05-28 00:00:00+00:00,36.59
2014-05-29 00:00:00+00:00,36.66
2014-05-30 00:00:00+00:00,36.85
2014-06-02 00:00:00+00:00,37.12
2014-06-03 00:00:00+00:00,37.45
2014-06-04 00:00:00+00:00,37.14
2014-06-05 00:00:00+00:00,37.44
2014-06-06 00:00:00+00:00,37.24
2014-06-09 00:00:00+00:00,37.61
2014-06-10 00:00:00+00:00,37.78
2014-06-11 00:00:00+00:00,37.62
2014-06-12 00:00:00+00:00,37.52
2014-06-13 00:00:00+00:00,38.09
2014-06-16 00:00:00+00:00,38.02
2014-06-17 00:00:00+00:00,37.99
2014-06-18 00:00:00+00:00,38.28
2014-06-19 00:00:00+00:00,37.93
2014-06-20 00:00:00+00:00,37.83
2014-06-23 00:00:00+00:00,37.36
2014-06-24 00:00:00+00:00,36.7
2014-06-25 00:00:00+00:00,36.77
2014-06-26 00:00:00+00:00,37.13
2014-06-27 00:00:00+00:00,37.21
2014-06-30 00:00:00+00:00,37.04
2014-07-01 00:00:00+00:00,37.32
2014-07-02 00:00:00+00:00,38.02
2014-07-03 00:00:00+00:00,38.43
2014-07-07 00:00:00+00:00,38.35
2014-07-08 00:00:00+00:00,38.15
2014-07-09 00:00:00+00:00,37.97
2014-07-10 00:00:00+00:00,37.74
2014-07-11 00:00:00+00:00,37.9
2014-07-14 00:00:00+00:00,38.4
2014-07-15 00:00:00+00:00,38.4
2014-07-16 00:00:00+00:00,38.52
2014-07-17 00:00:00+00:00,38.24
2014-07-18 00:00:00+00:00,38.24
2014-07-21 00:00:00+00:00,38.21
2014-07-22 00:00:00+00:00,39.07
2014-07-23 00:00:00+00:00,39.59
2014-07-24 00:00:00+00:00,40.12
2014-07-25 00:00:00+00:00,40.19
2014-07-28 00:00:00+00:00,41.05
2014-07-29 00:00:00+00:00,40.95
2014-07-30 00:00:00+00:00,40.71
2014-07-31 00:00:00+00:00,40.47
2014-08-01 00:00:00+00:00,40.72
2014-08-04 00:00:00+00:00,41.07
2014-08-05 00:00:00+00:00,40.47
2014-08-06 00:00:00+00:00,40.21
2014-08-07 00:00:00+00:00,39.86
2014-08-08 00:00:00+00:00,40.49
2014-08-11 00:00:00+00:00,41.04
2014-08-12 00:00:00+00:00,40.97
2014-08-13 00:00:00+00:00,41.47
2014-08-14 00:00:00+00:00,41.02
2014-08-15 00:00:00+00:00,41.07
2014-08-18 00:00:00+00:00,41.4
2014-08-19 00:00:00+00:00,41.43
2014-08-20 00:00:00+00:00,41.21
2014-08-21 00:00:00+00:00,40.67
2014-08-22 00:00:00+00:00,40.89
2014-08-25 00:00:00+00:00,41.25
2014-08-26 00:00:00+00:00,41.31
2014-08-27 00:00:00+00:00,41.02
2014-08-28 00:00:00+00:00,40.52
2014-08-29 00:00:00+00:00,40.47
2014-09-02 00:00:00+00:00,40.71
2014-09-03 00:00:00+00:00,42.06
2014-09-04 00:00:00+00:00,42.19
2014-09-05 00:00:00+00:00,42.52
2014-09-08 00:00:00+00:00,42.29
2014-09-09 00:00:00+00:00,41.99
2014-09-10 00:00:00+00:00,41.25
2014-09-11 00:00:00+00:00,41.11
2014-09-12 00:00:00+00:00,40.95
2014-09-15 00:00:00+00:00,40.37
2014-09-16 00:00:00+00:00,40.63
2014-09-17 00:00:00+00:00,40.34
2014-09-18 00:00:00+00:00,40.28
2014-09-19 00:00:00+00:00,39.865
2014-09-22 00:00:00+00:00,39.12
2014-09-23 00:00:00+00:00,39.08
2014-09-24 00:00:00+00:00,39.84
2014-09-25 00:00:00+00:00,39.0
2014-09-26 00:00:00+00:00,39.19
2014-09-29 00:00:00+00:00,38.27
2014-09-30 00:00:00+00:00,38.28
2014-10-01 00:00:00+00:00,37.46
2014-10-02 00:00:00+00:00,37.47
2014-10-03 00:00:00+00:00,38.08
2014-10-06 00:00:00+00:00,38.63
2014-10-07 00:00:00+00:00,38.3
2014-10-08 00:00:00+00:00,39.02
2014-10-09 00:00:00+00:00,38.38
2014-10-10 00:00:00+00:00,37.71
2014-10-13 00:00:00+00:00,38.049
2014-10-14 00:00:00+00:00,38.11
2014-10-15 00:00:00+00:00,37.95
2014-10-16 00:00:00+00:00,37.8
2014-10-17 00:00:00+00:00,38.24
2014-10-20 00:00:00+00:00,38.26
2014-10-21 00:00:00+00:00,38.41
2014-10-22 00:00:00+00:00,38.26
2014-10-23 00:00:00+00:00,38.5
2014-10-24 00:00:00+00:00,38.64
2014-10-27 00:00:00+00:00,38.1
2014-10-28 00:00:00+00:00,39.27
2014-10-29 00:00:00+00:00,39.41
2014-10-30 00:00:00+00:00,39.45
2014-10-31 00:00:00+00:00,39.93
2014-11-03 00:00:00+00:00,39.55
2014-11-04 00:00:00+00:00,39.77
2014-11-05 00:00:00+00:00,39.46
2014-11-06 00:00:00+00:00,39.35
2014-11-07 00:00:00+00:00,39.28
2014-11-10 00:00:00+00:00,39.3
2014-11-11 00:00:00+00:00,39.49
2014-11-12 00:00:00+00:00,39.45
2014-11-13 00:00:00+00:00,39.68
2014-11-14 00:00:00+00:00,40.45
2014-11-17 00:00:00+00:00,39.25
2014-11-18 00:00:00+00:00,38.82
2014-11-19 00:00:00+00:00,38.64
2014-11-20 00:00:00+00:00,38.49
2014-11-21 00:00:00+00:00,39.91
2014-11-24 00:00:00+00:00,40.02
2014-11-25 00:00:00+00:00,39.69
2014-11-26 00:00:00+00:00,40.93
2014-11-28 00:00:00+00:00,40.6
2014-12-01 00:00:00+00:00,39.5375
2014-12-02 00:00:00+00:00,40.51
2014-12-03 00:00:00+00:00,40.295
2014-12-04 00:00:00+00:00,41.51
2014-12-05 00:00:00+00:00,41.98
2014-12-08 00:00:00+00:00,41.68
2014-12-09 00:00:00+00:00,40.29
2014-12-10 00:00:00+00:00,39.9
2014-12-11 00:00:00+00:00,40.06
2014-12-12 00:00:00+00:00,39.56
2014-12-15 00:00:00+00:00,39.45
2014-12-16 00:00:00+00:00,39.36
2014-12-17 00:00:00+00:00,40.34
2014-12-18 00:00:00+00:00,40.53
2014-12-19 00:00:00+00:00,40.26
2014-12-22 00:00:00+00:00,41.25
2014-12-23 00:00:00+00:00,40.66
2014-12-24 00:00:00+00:00,40.33
2014-12-26 00:00:00+00:00,41.68
2014-12-29 00:00:00+00:00,41.59
2014-12-30 00:00:00+00:00,40.95
2014-12-31 00:00:00+00:00,41.62
2015-01-02 00:00:00+00:00,41.68
2015-01-05 00:00:00+00:00,41.53
2015-01-06 00:00:00+00:00,41.02
2015-01-07 00:00:00+00:00,42.1
2015-01-08 00:00:00+00:00,42.44
2015-01-09 00:00:00+00:00,42.28
2015-01-12 00:00:00+00:00,41.9
2015-01-13 00:00:00+00:00,42.5
2015-01-14 00:00:00+00:00,42.05
2015-01-15 00:00:00+00:00,42.47
2015-01-16 00:00:00+00:00,42.22
2015-01-20 00:00:00+00:00,41.76
2015-01-21 00:00:00+00:00,43.09
2015-01-22 00:00:00+00:00,43.86
2015-01-23 00:00:00+00:00,43.75
