year,buy,sell,test_CAGR,test_Sharpe,test_MDD,train_sharpe
2016,0.52,0.42,0.36289239725986255,1.123749979873527,0.29913767749464526,-0.002117209373153055
2017,0.56,0.44999999999999996,2.119120185940981,3.06284559932498,0.3622831036247528,1.8843767309849253
2018,0.56,0.36,-0.10663969137623908,-0.19788846433899035,0.5454260812072521,3.6037198231129746
2019,0.56,0.43999999999999995,0.2807522058090759,0.6172184137359671,0.3964388126051423,-0.12057428302940047
2020,0.62,0.35,0.9448094403212595,1.8032110532833325,0.4092953645167376,1.0664534176985443
2021,0.5700000000000001,0.37,0.19876293561517744,0.3431419274677866,0.49471284796820086,1.9162905787622646
2022,0.52,0.35,-0.45383282417661064,-1.0216354858760213,0.6324498938724539,0.5199130297793763
2023,0.64,0.35,0.6893262767803223,2.2433879573948676,0.2209215231160328,-0.9870517637798575
2024,0.52,0.42,0.5035368421264512,1.314154567538063,0.3761252133250411,2.2799941834828807
